budget,popularity,runtime,vote_average,vote_count,release_year,main_genre
62000000,18.832471,141,6.4,386,1994,Action
65000000,9.568884,127,5.9,145,2015,Action
64000000,12.421504,98,5.3,261,2006,Comedy
62000000,18.096884,116,6.1,340,2000,Action
62000000,11.056763,106,6.5,195,1995,Comedy
62000000,13.218008,87,4.3,242,2008,Comedy
62000000,11.262655,125,5.8,178,2001,Action
44000000,68.717016,167,7.6,4274,2015,Drama
53000000,19.412028,93,5.9,569,2007,Action
63000000,16.791058,95,5.5,331,2011,Comedy
65000000,65.197968,117,7.0,4997,2006,Action
80000000,32.829538,115,6.1,1373,2004,Comedy
60000000,30.951203,115,6.9,1343,2008,Comedy
60000000,103.698022,189,8.2,4048,1999,Drama
0,31.719463,100,5.6,648,2007,Action
150000000,47.973995,81,5.6,944,2005,Comedy
61000000,143.041543,145,7.9,5862,2014,Drama
60000000,86.476817,119,7.3,3583,2002,Action
58000000,59.824565,130,6.6,1174,1995,Action
60000000,18.345613,116,6.1,205,1999,Drama
60000000,56.488027,103,7.8,4537,1998,Comedy
70000000,29.464852,99,6.8,817,1998,Drama
60000000,18.106021,92,5.6,506,2003,Comedy
61000000,42.881415,109,6.6,1589,2013,Action
60000000,18.735024,87,5.0,352,2001,Comedy
60000000,62.766854,110,6.6,1919,2003,Action
60000000,24.153567,101,5.9,487,2002,Comedy
60000000,41.515702,83,6.0,1272,1998,Comedy
70000000,26.676487,113,5.3,588,2009,Comedy
60000000,18.831023,94,5.7,526,2005,Comedy
61000000,113.161483,132,6.4,3040,2015,Action
60000000,28.800112,133,5.8,636,2010,Drama
60000000,19.705489,125,6.5,521,2000,Comedy
58000000,41.430245,111,6.6,2808,2010,Action
55000000,23.127561,163,6.8,422,1999,Drama
60000000,12.867352,170,6.7,292,1998,Drama
65000000,44.815022,120,7.0,1451,2004,Drama
60000000,37.537093,92,5.3,779,2002,Action
60000000,10.99991,115,6.2,207,2004,Action
60000000,56.868399,130,6.3,2998,2012,Drama
60000000,22.991269,105,5.6,604,1999,Action
60000000,38.820858,106,6.2,1325,2011,Drama
0,10.292864,89,4.3,203,2003,Comedy
70000000,45.299089,146,7.3,1553,2004,Action
50000000,4.280619,98,4.5,137,2006,Comedy
60000000,28.848842,101,5.6,644,2004,Comedy
60000000,22.501041,89,5.5,575,1996,Comedy
66000000,47.479755,122,6.5,2225,2004,Action
70000000,10.147321,115,6.1,109,1998,Drama
60000000,39.539045,90,6.7,789,2012,Comedy
60000000,19.747459,124,6.1,527,1997,Action
60000000,29.018826,119,5.9,581,2003,Action
60000000,4.801849,119,5.9,50,1996,Drama
0,21.549232,98,5.3,483,2002,Action
60000000,13.080725,100,5.6,210,1995,Action
60000000,42.538258,105,5.9,1173,2014,Action
60000000,29.876507,124,6.4,1581,2015,Comedy
60000000,61.849521,99,5.8,1621,2016,Action
70000000,37.44963,109,5.9,1365,1997,Action
61000000,37.378081,124,6.9,1462,2007,Action
60000000,30.656345,97,6.6,668,2014,Comedy
75000000,15.142701,104,6.3,338,1998,Comedy
60000000,59.547928,100,7.5,3070,2014,Comedy
0,19.998581,115,5.3,425,2005,Action
60000000,27.615108,101,6.0,669,2002,Action
60000000,29.041198,113,6.2,1778,2013,Action
60000000,25.293538,97,4.6,524,2009,Comedy
60000000,23.85119,134,7.0,1125,2009,Drama
60000000,21.685719,127,6.7,484,2009,Action
78146652,13.630049,125,5.7,201,2009,Comedy
65000000,6.80692,94,5.1,80,1999,Comedy
60000000,15.352807,108,5.8,225,2006,Action
70000000,23.661071,91,5.6,556,2009,Comedy
60000000,21.605533,117,6.1,479,2002,Action
60000000,22.620125,100,5.8,391,2003,Comedy
0,18.587114,111,6.6,366,2012,Drama
80000000,24.657931,117,6.2,487,2010,Drama
60000000,21.08952,96,5.7,380,2002,Comedy
60000000,18.380176,101,5.9,375,2008,Action
60000000,18.877795,111,6.0,368,1998,Action
60000000,17.299333,109,6.6,234,2009,Drama
80000000,16.848899,126,6.3,251,2000,Drama
60000000,21.547446,122,7.4,797,2000,Drama
0,16.930969,78,5.1,464,2006,Comedy
60000000,36.689223,101,4.7,549,2005,Action
60000000,28.350927,87,5.4,692,2011,Action
60000000,8.927137,104,6.1,204,2002,Drama
50000000,15.213484,121,5.7,287,2006,Drama
60000000,13.155999,140,6.3,271,2006,Action
72000000,15.433244,131,7.0,285,2001,Action
60000000,22.736038,118,6.0,487,2014,Drama
60000000,45.514031,130,6.2,1602,2013,Action
60000000,18.676291,90,5.0,371,2008,Comedy
30000000,14.376463,105,5.3,274,2005,Drama
80000000,14.298297,122,5.7,166,1999,Comedy
60000000,14.84856,103,4.7,320,2008,Action
60000000,52.417529,106,5.4,1055,2015,Comedy
60000000,15.406173,127,4.1,224,2007,Action
35000000,6.523472,127,6.7,110,2003,Drama
68490000,4.72629,120,6.0,24,2016,Action
80000000,8.923215,132,6.8,91,2005,Action
58000000,514.569956,108,7.4,10995,2016,Action
60000000,9.265672,114,4.9,111,1998,Comedy
58800000,87.53437,133,7.4,4469,2014,Action
58000000,45.351617,103,6.2,995,2015,Comedy
58000000,13.43573,95,6.5,579,2005,Comedy
83000000,6.248309,90,4.4,134,2000,Comedy
63000000,31.294717,102,5.7,690,1988,Action
58000000,7.739276,114,5.7,130,2008,Comedy
60000000,19.694695,119,4.9,388,2015,Comedy
58000000,14.403696,103,5.1,276,2009,Comedy
58000000,1.551497,119,6.1,1658,2013,Comedy
60000000,2.143764,97,5.8,1363,2010,Action
58000000,12.29603,125,5.9,178,2012,Action
57000000,33.8473,144,7.2,1374,1997,Drama
70000000,21.723897,116,5.5,453,2012,Comedy
60000000,14.113066,97,6.0,226,2004,Action
57000000,48.622278,95,4.7,1135,2011,Action
57000000,9.061866,131,5.5,145,2001,Drama
56000000,35.4763,95,5.8,842,2005,Action
56000000,23.438398,86,6.0,381,2004,Action
55000000,138.133331,142,8.2,7927,1994,Comedy
60000000,47.336034,92,5.5,1177,2007,Comedy
55000000,29.97224,108,6.6,1698,2000,Comedy
55000000,47.845589,81,6.7,1457,1995,Drama
55000000,48.507081,143,6.9,1022,1978,Action
54000000,20.28119,95,5.4,702,1996,Comedy
70000000,34.576913,118,6.4,1665,2005,Comedy
55000000,22.573237,92,5.4,496,1997,Comedy
55000000,36.194802,103,6.0,1129,2003,Comedy
55000000,52.786917,134,7.6,2454,2013,Action
55000000,38.06168,97,5.9,1122,2010,Comedy
50000000,19.830132,100,6.0,1019,1995,Comedy
55000000,79.922059,132,7.1,2954,2014,Action
55000000,19.738215,105,5.6,485,2002,Comedy
53000000,20.334629,116,7.0,498,1995,Action
55000000,80.581367,117,7.7,2525,2006,Drama
55000000,32.05145,98,6.1,772,2005,Drama
55000000,15.064058,123,5.9,210,1994,Drama
55000000,21.272734,114,6.4,529,1998,Drama
30000000,79.754966,111,7.7,4949,2003,Action
55000000,13.191829,97,6.0,254,1999,Comedy
30000000,50.622607,136,7.6,3948,2004,Action
55000000,22.787667,104,6.1,458,1989,Action
55000000,29.498304,104,6.3,636,1992,Comedy
55000000,25.400935,110,6.2,735,2000,Action
55000000,17.231675,133,5.8,256,1996,Action
55000000,32.835777,94,5.7,751,2011,Comedy
55000000,17.097041,104,6.3,461,2008,Action
55000000,14.414937,91,5.7,254,2013,Comedy
50000000,45.856409,114,6.2,1633,1992,Action
55000000,7.027139,134,5.9,120,1996,Drama
55000000,32.657488,122,6.7,658,1998,Action
55000000,39.882276,95,7.0,883,2014,Comedy
68000000,39.395881,98,5.3,881,2012,Comedy
55000000,8.634954,94,6.0,189,2003,Action
80000000,7.386394,126,6.2,146,1999,Drama
55000000,8.802525,118,5.1,188,2003,Comedy
0,10.449975,91,5.4,251,2008,Comedy
60000000,23.700759,88,6.4,374,2012,Comedy
55000000,27.50916,141,7.3,1131,2008,Drama
50000000,20.58862,107,5.3,284,1996,Action
55000000,4.366488,116,5.7,194,1996,Drama
70000000,18.927463,143,7.0,438,2004,Drama
55000000,15.274137,114,6.6,303,2007,Drama
62000000,29.954302,93,5.4,703,2005,Action
56000000,4.362535,214,6.1,48,2003,Drama
55000000,4.700024,100,5.2,62,1997,Action
55000000,12.340384,107,5.7,134,2009,Comedy
50000000,14.808304,112,6.2,316,2014,Comedy
57000000,9.27875,95,4.2,91,2004,Action
55000000,22.863516,119,6.9,573,2010,Drama
47000000,23.05451,133,7.1,346,2004,Drama
2000000,23.962109,153,7.3,395,1962,Drama
55000000,12.669778,96,5.3,123,2002,Action
54000000,67.169587,117,6.2,1528,2002,Action
55000000,41.472404,123,7.5,2039,2008,Drama
55000000,22.503935,92,5.2,481,2013,Action
54000000,59.194915,162,7.1,1546,1990,Drama
57000000,22.894898,123,6.1,327,2005,Comedy
54000000,18.600367,108,5.4,407,2006,Comedy
54000000,30.515175,127,6.5,629,1980,Action
54000000,9.053456,121,3.5,104,2003,Drama
55000000,7.768223,125,5.7,95,2006,Drama
46000000,19.643365,99,5.5,308,2000,Action
52500000,57.374341,127,7.4,1300,2001,Drama
53000000,46.049902,122,6.3,1242,2015,Drama
90000000,23.9366,132,6.7,526,2006,Drama
53000000,49.593978,109,7.2,1486,2009,Drama
67000000,16.637642,191,6.8,459,2007,Action
0,1.453765,172,5.9,26,1998,Drama
0,6.162872,124,5.4,81,2007,Drama
52000000,73.944049,141,7.7,3795,2002,Drama
40000000,38.306954,157,6.7,1702,2012,Drama
52000000,26.251217,106,5.6,832,2006,Comedy
52000000,30.780599,108,6.4,1386,2008,Comedy
52000000,25.41929,125,5.7,1013,2010,Comedy
50000000,15.98212,104,5.1,316,2005,Action
52000000,40.072583,170,7.2,771,1998,Drama
52000000,32.015477,112,5.9,736,2011,Comedy
82000000,24.444186,118,6.9,435,1999,Comedy
52000000,40.06688,178,7.8,1307,1995,Drama
52000000,27.916284,92,6.1,675,2010,Action
52000000,15.20707,104,5.1,278,2003,Action
51000000,39.001682,116,6.1,927,2000,Comedy
51000000,10.430832,90,5.3,225,2006,Comedy
0,5.952527,93,5.1,109,2006,Comedy
50000000,94.815867,130,5.6,2436,2009,Drama
60000000,67.298732,90,7.3,4056,2001,Comedy
50000000,27.039636,139,6.7,913,1996,Comedy
50000000,68.87691,106,6.3,4697,2012,Comedy
50000000,37.885022,139,7.2,915,1997,Comedy
50000000,35.537397,115,7.0,832,1998,Comedy
50000000,38.125008,119,6.0,923,2013,Comedy
50000000,18.121404,96,5.6,644,2002,Comedy
52000000,30.347332,131,7.1,716,2000,Drama
50000000,23.854701,116,6.3,850,2003,Comedy
50000000,52.380982,112,7.0,3319,2014,Action
70000000,43.849351,104,6.4,1813,2008,Comedy
50000000,45.318703,107,6.2,1650,2016,Action
0,16.368283,124,6.9,277,1998,Drama
50000000,38.616744,96,5.8,854,2015,Comedy
50000000,65.90161,125,5.6,1652,2014,Comedy
45000000,45.220386,129,7.3,1630,2006,Drama
90000000,17.457947,100,6.7,548,1999,Action
50000000,10.755847,109,5.0,213,1995,Action
50000000,38.629763,124,6.5,909,2011,Comedy
50000000,32.693093,121,5.9,1486,2009,Action
50000000,18.806031,97,5.5,399,2006,Comedy
50000000,32.233713,110,5.4,632,2005,Drama
50000000,37.990705,118,7.0,2443,2011,Comedy
50000000,17.667826,80,5.2,820,2004,Comedy
60000000,9.225166,99,5.2,193,2004,Comedy
50000000,46.180421,133,7.0,1381,2011,Drama
50000000,30.397496,127,6.3,513,1995,Action
50000000,83.295796,106,6.8,2268,2014,Action
50000000,23.935053,98,5.5,509,2009,Action
54000000,84.630969,132,7.7,4442,2006,Action
50000000,16.251204,115,6.0,692,2003,Action
50000000,9.894346,86,6.2,106,2006,Comedy
50000000,12.050755,101,5.1,542,2005,Comedy
50000000,53.02787,88,5.7,3239,2013,Action
50000000,14.382253,124,6.3,276,2002,Drama
50000000,43.450266,109,5.9,1567,2011,Action
50000000,16.871194,128,6.3,451,2005,Drama
50000000,42.526529,144,7.0,938,2016,Action
50000000,34.890999,95,7.3,755,2014,Comedy
50000000,13.576765,121,6.4,223,1997,Drama
50000000,19.434672,125,6.0,395,1997,Action
50000000,62.925175,129,7.5,1506,1997,Drama
0,14.837288,118,6.1,203,2000,Comedy
50000000,39.920035,113,6.1,1611,2012,Comedy
50000000,28.725621,140,6.8,582,1998,Action
50000000,20.566554,89,5.8,817,2014,Action
50000000,20.333953,104,5.5,434,1994,Action
50000000,33.98637,106,6.2,652,1990,Comedy
50000000,42.472324,141,7.2,1417,2014,Drama
50000000,15.931084,124,5.8,255,1997,Action
45000000,29.880122,94,6.1,1267,2004,Action
50000000,28.803802,108,6.1,750,2004,Comedy
50000000,14.993459,105,6.1,298,2003,Drama
50000000,9.114168,102,4.5,104,1994,Action
40000000,41.362082,119,6.3,1233,2000,Drama
50000000,13.298205,119,5.9,189,2004,Comedy
40000000,19.085403,99,6.2,371,2009,Action
50000000,9.622345,137,6.3,88,1999,Drama
50000000,11.106006,115,4.4,205,1996,Drama
50000000,12.25622,87,5.0,149,2010,Comedy
50000000,13.365715,129,5.8,510,2010,Drama
50000000,16.167093,120,6.0,268,2002,Drama
50000000,23.073933,132,6.0,387,1995,Action
50000000,6.567065,121,6.0,654,2007,Drama
50000000,6.22577,95,5.9,75,1999,Comedy
44000000,42.933027,125,6.0,1817,2013,Action
50000000,19.226763,98,6.2,286,2003,Action
50000000,10.089065,110,6.1,206,2002,Drama
50000000,13.391833,118,6.0,368,2009,Drama
50000000,21.637234,97,5.6,373,1996,Action
50000000,25.237969,119,7.1,775,2004,Comedy
50000000,21.589393,139,6.6,428,2016,Action
50000000,22.442241,130,7.3,480,2003,Drama
40000000,6.004422,100,5.4,120,2005,Action
50000000,74.64653,114,6.3,1148,2015,Action
50000000,14.723467,110,5.8,458,2005,Action
60000000,21.084542,148,6.2,367,1999,Action
49900000,21.408222,102,5.2,501,2011,Comedy
50000000,19.267479,84,5.8,391,2011,Drama
50000000,3.314004,114,5.9,81,1997,Action
50000000,21.312186,99,5.8,274,1994,Action
50000000,7.44268,135,5.5,108,1995,Drama
22000000,12.54949,108,6.5,235,2010,Drama
50000000,18.394571,127,6.0,444,2005,Action
50000000,8.189406,95,5.2,44,1995,Action
50000000,27.631262,95,5.6,760,2009,Action
60000000,40.721373,124,5.6,984,2013,Drama
55000000,11.329727,109,5.9,132,2002,Comedy
50000000,37.253774,100,4.7,797,2016,Comedy
50000000,6.397388,88,5.0,76,2004,Comedy
60000000,2.275331,105,5.4,37,2000,Comedy
50000000,30.387148,105,5.3,600,2011,Action
50000000,8.139676,97,3.9,112,2009,Action
49000000,21.746245,87,5.7,437,2001,Action
49000000,2.808428,104,6.2,71,1990,Action
50000000,31.02233,116,7.2,666,2009,Comedy
48000000,25.170217,147,6.9,562,2000,Drama
48000000,80.972475,127,7.6,3152,1989,Action
0,26.38704,130,6.5,639,2012,Drama
49000000,116.700319,120,6.6,3062,2015,Action
73000000,33.884459,118,6.5,826,1999,Drama
48000000,53.043124,111,6.5,1267,2002,Drama
75000000,34.973086,114,6.6,692,1999,Action
48000000,18.60049,112,6.0,518,2001,Comedy
48000000,30.920075,120,7.1,695,2001,Drama
0,11.940711,118,6.0,418,2001,Comedy
48000000,19.348007,93,5.6,512,2000,Comedy
58000000,8.59075,127,6.6,68,1984,Drama
48000000,88.844777,109,6.1,2200,2014,Action
48000000,16.000178,123,6.5,333,1998,Comedy
47000000,19.525659,96,5.7,594,1996,Comedy
0,1.246883,101,6.6,9,1998,Drama
47000000,7.859226,103,5.9,251,1990,Action
48000000,18.102572,113,6.6,339,1999,Drama
48000000,7.226115,132,6.5,103,2001,Comedy
15000000,63.071046,93,7.2,1488,1982,Action
0,24.132271,167,7.7,357,1972,Drama
47000000,10.410933,75,4.6,104,2006,Comedy
47000000,6.067212,104,5.7,74,1996,Drama
38000000,15.401855,105,6.3,584,1997,Comedy
0,10.698929,102,5.5,252,2001,Comedy
46000000,25.6713,111,7.0,661,1996,Action
47000000,22.581313,80,4.4,420,2010,Action
46000000,12.971122,117,6.2,232,1996,Drama
45000000,26.721386,86,6.4,1424,1997,Comedy
25000000,24.672234,127,6.6,573,2016,Drama
46000000,0.146783,140,6.5,2,1981,Drama
46000000,28.964162,91,5.0,543,1994,Comedy
45000000,49.353524,91,6.1,2757,2012,Action
48000000,36.585509,84,5.8,912,2003,Comedy
45000000,32.624355,111,6.1,961,2000,Action
45000000,53.090422,93,5.8,1309,2008,Action
40000000,30.002907,113,6.0,697,2004,Comedy
45000000,17.923254,141,6.3,371,1993,Drama
45000000,17.746719,119,6.4,278,1994,Drama
45000000,31.305336,97,7.0,1111,2007,Comedy
45000000,19.637704,117,6.3,433,1992,Action
43000000,10.411996,101,5.6,406,2005,Comedy
46000000,88.496873,153,7.9,3085,2013,Drama
45000000,52.081131,122,7.3,1634,2001,Action
45000000,30.816341,102,6.9,710,1999,Comedy
45000000,35.376971,83,5.4,982,2001,Comedy
45000000,17.047276,103,6.5,501,2011,Comedy
45000000,43.815492,120,6.5,1905,1998,Action
30000000,23.234651,136,7.3,496,2005,Drama
45000000,17.270539,89,5.9,299,2002,Action
45000000,26.79781,100,5.8,575,2000,Comedy
40000000,37.073127,135,7.0,1869,2003,Comedy
120000000,87.350802,95,6.8,2303,1998,Comedy
45000000,16.582709,110,5.5,313,1994,Action
45000000,10.731574,135,5.9,150,1996,Comedy
0,2.094151,111,6.2,26,1968,Comedy
45000000,8.99269,95,5.6,176,2005,Comedy
50000000,51.742065,109,6.6,1315,2005,Comedy
0,7.157635,93,4.3,69,2004,Comedy
45000000,12.06538,94,6.1,1292,2007,Action
40000000,44.120328,117,6.6,1006,2014,Comedy
45000000,6.156015,112,6.4,119,2006,Comedy
45000000,12.362876,111,6.1,210,1994,Action
45000000,31.856589,131,6.2,766,2012,Drama
25000000,24.459948,94,6.1,537,2004,Action
40000000,28.029015,88,6.0,852,2003,Action
50000000,20.239061,88,5.5,366,2006,Comedy
40000000,25.876582,137,6.5,562,1984,Action
0,11.872841,133,7.1,410,2007,Drama
35000000,20.360549,119,6.7,796,2008,Drama
55000000,32.31022,105,6.2,661,2006,Action
70000000,27.568194,101,5.4,676,2008,Action
45000000,6.250282,92,4.7,100,1996,Action
45000000,11.120344,117,5.5,154,1996,Comedy
45000000,13.707183,86,5.3,244,2009,Comedy
35000000,12.495436,123,6.5,215,2001,Drama
45000000,6.803965,134,6.1,151,2005,Comedy
45000000,9.025236,100,4.7,136,1996,Action
57000000,7.524671,117,5.8,60,2000,Drama
44000000,3.770161,192,7.1,71,1995,Drama
45000000,6.513856,106,6.0,154,1998,Action
45000000,11.387408,160,6.3,90,2008,Drama
110,9.950505,114,6.6,203,2006,Action
45000000,14.813057,99,5.0,332,2008,Action
40000000,5.201688,85,6.3,80,2002,Action
45000000,5.361699,139,6.4,81,2007,Drama
45000000,3.848893,103,4.0,11,1997,Action
45000000,35.6585,101,6.0,1007,2011,Action
65000000,5.258726,87,2.3,28,2012,Action
44500000,62.01056,120,7.1,3423,2012,Drama
44000000,54.884297,130,7.2,1220,1993,Action
40000000,33.747825,110,5.5,858,2010,Action
44000000,16.245068,147,7.3,715,1996,Drama
44000000,38.653969,96,6.3,864,1985,Action
44000000,3.937352,118,5.5,89,1996,Drama
44000000,5.380124,219,6.4,55,1980,Action
50000000,49.020045,106,6.4,1528,2006,Action
40000000,24.821138,109,5.6,685,2015,Drama
43000000,19.043286,136,7.0,302,2000,Drama
43000000,5.418921,103,6.0,208,2000,Comedy
45000000,25.999888,103,6.6,518,2005,Action
43000000,18.65632,84,5.3,280,2002,Comedy
42000000,23.736535,154,6.6,501,1993,Drama
44000000,21.75433,99,6.8,566,2010,Drama
40000000,44.094856,93,6.3,1045,2011,Action
42000000,62.714026,109,6.7,4074,2012,Action
42000000,28.969151,124,7.0,1262,1999,Comedy
45000000,31.789029,84,6.5,1150,2000,Comedy
42000000,33.238296,90,5.8,773,2004,Comedy
40000000,6.420434,117,5.4,134,1992,Comedy
43000000,37.654688,117,6.5,1575,2013,Action
31115000,13.244365,248,6.7,146,1963,Drama
0,26.799913,105,6.0,593,2012,Comedy
42000000,14.046705,115,6.1,184,2002,Drama
42000000,3.844926,126,6.5,47,1996,Comedy
32000000,14.733513,119,6.1,305,2002,Drama
42000000,16.122168,83,5.4,518,2009,Comedy
32000000,28.22119,133,5.9,541,1989,Action
60000000,15.205371,120,5.7,191,2001,Action
48000000,14.587367,104,4.0,232,1993,Comedy
42000000,34.828241,122,7.0,1335,2005,Drama
31000000,23.607392,99,7.2,635,2002,Action
40000000,19.438503,91,5.3,388,2012,Action
44000000,74.168016,112,6.1,2304,2014,Action
42000000,7.349497,100,6.3,136,2010,Action
33000000,7.663515,100,6.8,148,2009,Action
41000000,32.798571,110,6.8,1626,2002,Drama
0,5.794466,100,5.3,125,2015,Comedy
65000000,36.670399,132,6.6,907,2001,Action
41000000,14.653718,88,5.3,281,2003,Action
40000000,73.085576,107,7.7,3147,1999,Drama
42000000,34.041407,102,6.2,925,2012,Action
41000000,9.419726,100,5.6,248,2011,Comedy
8000000,28.456572,126,6.9,891,1984,Drama
40000000,49.664128,138,6.8,2807,2013,Drama
40000000,36.238968,108,6.7,1804,2009,Comedy
70000000,19.439386,105,6.2,278,1999,Drama
40000000,43.345252,108,7.4,3829,1989,Comedy
40000000,115.241998,89,6.3,5878,2014,Action
40000000,98.755657,125,5.2,3254,2015,Drama
38000000,21.998734,84,4.7,511,2003,Action
40000000,25.219805,149,7.0,509,1996,Drama
40000000,26.516624,98,6.0,699,2003,Comedy
40000000,37.084384,121,7.4,1526,2013,Action
40000000,21.661028,128,6.7,354,1992,Comedy
40000000,69.27822,120,7.1,3391,2010,Drama
40000000,26.253357,129,6.2,959,2009,Comedy
45000000,32.549282,83,5.3,750,2006,Comedy
40000000,45.769562,118,7.1,2900,1990,Comedy
40000000,36.301202,100,5.9,944,2015,Comedy
40000000,22.853006,123,6.6,560,2009,Drama
40000000,31.884559,128,6.8,787,2013,Drama
40000000,31.385257,139,7.0,767,1999,Drama
40000000,67.767785,110,5.4,1127,2014,Comedy
40000000,24.287306,120,6.7,542,2006,Drama
35000000,53.114573,121,7.1,1881,2015,Comedy
40000000,25.136082,102,6.1,555,2016,Action
40000000,37.776566,112,7.1,732,1992,Action
40000000,21.743321,152,7.2,467,2004,Drama
40000000,66.003433,124,7.2,2691,2005,Action
40000000,24.862767,90,6.2,716,2008,Action
41000000,25.391899,105,6.5,515,2009,Comedy
40000000,29.854773,114,5.7,731,2001,Comedy
40000000,26.82041,189,7.5,502,1991,Drama
40000000,17.61292,99,5.4,371,2006,Comedy
57000000,21.021809,123,5.8,441,2001,Action
20000000,52.571674,102,6.1,1350,2009,Comedy
40000000,34.519636,109,6.2,1437,2014,Comedy
40000000,48.445978,141,7.2,2583,2015,Drama
40000000,24.012986,106,6.0,457,2001,Action
40000000,17.869443,109,5.9,612,2010,Comedy
50000000,14.231899,107,5.9,297,2004,Comedy
40000000,23.088571,110,6.2,511,1998,Action
40000000,19.833664,96,5.0,336,1997,Action
35000000,26.595983,131,7.3,453,2002,Action
40000000,26.072228,119,7.0,902,2011,Drama
30000000,38.643914,113,6.5,1265,2011,Action
40000000,74.440708,130,8.0,4391,2006,Drama
42000000,82.185281,108,6.1,1536,2014,Comedy
40000000,18.14218,89,5.7,332,2013,Comedy
40000000,41.570047,139,7.3,1221,2006,Action
40000000,23.331459,130,6.2,440,1987,Action
40000000,47.649554,107,6.0,1206,2010,Action
0,7.519433,116,5.8,51,1986,Comedy
40000000,29.88736,99,6.5,670,2006,Drama
43000000,29.105407,104,6.4,573,2005,Drama
0,16.394452,105,6.5,386,2012,Comedy
40000000,19.574774,101,6.0,394,2008,Comedy
40000000,14.199933,134,6.8,255,2014,Drama
40000000,12.229516,135,6.7,235,1997,Drama
36000000,3.698276,155,6.8,316,1997,Drama
40000000,39.381913,94,4.9,740,2007,Action
40000000,14.398356,95,5.4,415,1994,Comedy
65000000,8.680334,103,5.7,135,2000,Drama
40000000,17.659032,96,6.2,554,2007,Comedy
40000000,43.151268,104,6.5,1789,2011,Comedy
40000000,15.283444,95,5.4,284,2012,Comedy
38000000,10.794175,140,6.7,275,1991,Drama
40000000,72.641296,97,5.3,1695,2014,Comedy
40000000,3.415534,94,5.0,40,2000,Comedy
0,6.786117,102,5.3,140,1999,Comedy
40000000,24.313684,122,7.0,432,2000,Drama
30000000,9.965073,103,5.9,182,2005,Comedy
40000000,15.055732,102,5.5,275,2008,Comedy
0,32.808675,116,5.8,1468,2014,Comedy
25000000,8.178203,108,5.4,138,1994,Action
40000000,31.066874,129,6.9,708,2011,Drama
40000000,22.491388,102,6.1,412,2010,Comedy
40000000,12.885985,117,6.3,186,2005,Drama
40000000,7.832337,117,5.6,135,2000,Action
40000000,10.433667,135,6.7,155,2005,Drama
40000000,3.321949,107,4.9,71,2000,Drama
75000000,4.842626,90,5.0,45,1999,Comedy
40000000,3.296933,104,5.2,56,2001,Action
35000000,22.939557,115,6.4,477,2008,Drama
40000000,19.372805,119,6.4,278,2001,Drama
500000,17.002096,110,7.2,345,1973,Drama
40000000,4.516953,128,5.9,81,1994,Comedy
40000000,33.785969,108,6.5,824,2011,Action
40000000,16.059443,86,6.9,190,1998,Drama
40000000,3.476966,108,5.7,92,2002,Drama
0,5.778724,128,5.9,48,1999,Drama
40000000,7.360793,84,4.7,119,2004,Action
0,3.621837,111,6.0,67,1996,Drama
45000000,14.513305,128,4.9,256,1995,Drama
40000000,22.364549,123,6.5,642,2006,Drama
40000000,6.90894,101,5.7,81,1995,Action
63600000,4.494788,102,4.8,145,2000,Action
42000000,47.559928,113,7.0,2025,2012,Drama
55000000,2.410546,107,4.2,28,1987,Action
40000000,41.258956,87,7.5,1176,2009,Comedy
40000000,8.980846,103,5.7,124,2002,Comedy
40000000,7.222985,99,5.7,125,1992,Comedy
10000000,73.720244,122,7.8,3310,2001,Comedy
0,10.0403,91,5.5,185,2004,Comedy
60000000,15.219263,103,5.6,248,2004,Comedy
40000000,8.303696,107,6.6,152,2012,Drama
38000000,4.746085,106,5.9,54,1999,Drama
40000000,16.424807,109,5.5,348,2009,Action
40000000,15.590001,89,5.9,482,2003,Action
0,5.483671,103,6.3,47,2008,Comedy
0,1.630541,115,5.2,21,1980,Action
45000000,14.566664,82,4.2,135,1999,Action
33000000,28.353517,108,6.5,774,2009,Action
40000000,9.579975,102,6.1,135,2001,Action
40000000,2.911819,93,5.0,28,2002,Action
0,10.844882,88,4.8,171,2001,Comedy
40000000,13.119133,91,6.0,373,2012,Comedy
40000000,4.238482,94,5.4,15,2008,Comedy
40000000,26.935458,115,5.5,392,2015,Action
40000000,16.282962,93,5.1,213,2006,Action
20000000,31.690456,105,6.6,1006,2007,Drama
20000000,17.842246,107,6.2,398,1995,Action
0,8.048305,101,6.6,96,2007,Action
30000000,14.188982,111,7.1,275,1994,Comedy
40000000,6.884467,126,6.3,83,2007,Action
25000000,8.212018,112,4.3,17,2005,Action
39200000,64.238688,126,6.7,2854,2013,Action
25000000,17.375562,90,6.5,313,2011,Comedy
0,6.7698,90,5.9,15,2004,Action
15000000,44.690107,102,7.3,953,1994,Action
40000000,16.254032,159,7.5,135,2015,Action
39000000,37.492928,107,6.7,798,2009,Drama
0,18.678415,102,5.8,191,2007,Comedy
39000000,27.908783,87,6.6,932,2012,Comedy
39000000,45.388937,119,7.4,1264,2005,Action
39000000,2.817364,106,4.5,32,2004,Drama
39000000,22.164202,125,5.3,490,1983,Action
40000000,21.362949,113,6.0,433,2013,Comedy
80341000,14.8375,150,7.1,205,2008,Action
30000000,18.256028,108,6.0,394,2002,Comedy
38000000,22.332927,96,6.4,972,2009,Comedy
0,5.417787,90,5.5,94,1996,Comedy
38000000,24.085144,100,5.3,521,2002,Action
38000000,14.779041,118,6.4,452,1994,Action
